transaction_id,consumer_id,transaction_date,amount,transaction_mode,transaction_type,full_narration
TXN101187,USER_10027,2024-05-24,23425.15,ATM,CR,ATM/REFUND/REF6128
TXN101916,USER_10033,2024-03-03,-2216.13,UPI,DR,UPI/FLIPKART/REF7949
TXN101379,USER_10037,2024-04-13,-3439.94,NEFT,DR,NEFT/INDIAN_OIL/REF1121
TXN101975,USER_10042,2024-03-16,-901.74,UPI,DR,UPI/BPCL/REF4024
TXN101693,USER_10014,2024-10-14,-1453.89,ATM,DR,ATM/OLA/REF4562
TXN101768,USER_10003,2024-03-03,-2444.41,NEFT,DR,NEFT/UBER/REF9957
TXN101798,USER_10019,2024-07-23,-2752.41,ATM,DR,ATM/FLIPKART/REF8716
TXN100474,USER_10020,2024-03-08,-4202.92,IMPS,DR,IMPS/AIRTEL/REF9951
TXN101658,USER_10006,2024-11-20,-2927.11,CARD,DR,CARD/ZOMATO/REF5749
TXN101431,USER_10027,2024-05-06,-220.81,CARD,DR,CARD/SPOTIFY/REF1462
TXN101361,USER_10048,2024-10-05,5597.37,IMPS,CR,IMPS/REFUND/REF6679
TXN101417,USER_10031,2024-02-05,8647.48,NEFT,CR,NEFT/SALARY_CR/REF3057
TXN101382,USER_10041,2024-08-21,-4221.07,RTGS,DR,RTGS/BPCL/REF3869
TXN100431,USER_10040,2024-06-09,-3075.98,UPI,DR,UPI/DMART/REF6700
TXN100415,USER_10034,2024-09-16,65874.36,ATM,CR,ATM/REFUND/REF1602
TXN100213,USER_10001,2024-08-23,65347.7,RTGS,CR,RTGS/EMI_CR/REF7626
TXN100361,USER_10019,2024-05-20,-4745.18,NEFT,DR,NEFT/MYNTRA/REF7999
TXN100128,USER_10031,2024-08-12,-247.31,CARD,DR,CARD/AIRTEL/REF6280
TXN100803,USER_10048,2024-11-16,-1809.81,CARD,DR,CARD/BIGBASKET/REF9787
TXN100232,USER_10021,2024-02-11,-750.07,IMPS,DR,IMPS/SPOTIFY/REF7421
TXN100554,USER_10036,2024-12-12,15321.34,NEFT,CR,NEFT/REFUND/REF3738
TXN100420,USER_10028,2024-07-10,-3873.09,CARD,DR,CARD/DMART/REF9199
TXN100470,USER_10015,2024-10-10,-3619.84,CARD,DR,CARD/BPCL/REF1439
TXN101787,USER_10011,2024-06-13,-2275.07,CARD,DR,CARD/BIGBASKET/REF4272
TXN100618,USER_10029,2024-05-19,53293.17,RTGS,CR,RTGS/REFUND/REF3732
TXN100307,USER_10010,2024-07-20,56752.36,ATM,CR,ATM/REFUND/REF6511
TXN101154,USER_10015,2024-11-03,-4043.1,ATM,DR,ATM/NETFLIX/REF7388
TXN100021,USER_10038,2024-04-11,-3824.43,ATM,DR,ATM/BBPS/REF1009
TXN100376,USER_10014,2024-07-13,-1266.36,CARD,DR,CARD/BBPS/REF6530
TXN101790,USER_10013,2024-01-18,67530.37,RTGS,CR,RTGS/REFUND/REF9955
TXN101164,USER_10047,2024-07-30,28290.56,UPI,CR,UPI/REFUND/REF3627
TXN101490,USER_10044,2024-01-11,-4096.44,RTGS,DR,RTGS/MCD/REF2047
TXN100178,USER_10013,2024-08-15,-1218.76,UPI,DR,UPI/SPOTIFY/REF7018
TXN100744,USER_10004,2024-07-14,-4971.28,CARD,DR,CARD/PHARMEASY/REF4767
TXN100147,USER_10042,2024-11-29,39673.01,NEFT,CR,NEFT/SALARY_CR/REF9229
TXN101078,USER_10031,2024-10-13,-1161.38,NEFT,DR,NEFT/SWIGGY/REF5303
TXN100368,USER_10004,2024-04-06,46130.86,ATM,CR,ATM/EMI_CR/REF4555
TXN101136,USER_10023,2024-08-11,-3195.45,ATM,DR,
TXN100625,USER_10042,2024-05-07,-3335.37,RTGS,DR,RTGS/APOLLO_PHARMACY/REF3435
TXN101204,USER_10024,2024-08-31,-3021.69,RTGS,DR,RTGS/AMAZON/REF7033
TXN100728,USER_10042,2024-03-01,-2260.64,NEFT,DR,NEFT/PORTRONICS/REF2642
TXN100950,USER_10009,2024-05-27,51904.63,UPI,CR,UPI/SALARY_CR/REF2175
TXN101002,USER_10041,2024-01-10,4594.19,NEFT,DR,
TXN101340,USER_10012,2024-04-11,-1133.78,CARD,DR,CARD/INDIAN_OIL/REF3855
TXN101019,,2024-08-10,-3103.26,RTGS,DR,RTGS/AJIO/REF1709
TXN100887,USER_10009,2024-04-01,8591.73,IMPS,CR,IMPS/REFUND/REF8311
TXN100243,USER_10033,2024-08-02,62182.39,NEFT,CR,NEFT/EMI_CR/REF5096
TXN101168,USER_10020,2024-10-21,-831.22,CARD,DR,CARD/MCD/REF3131
TXN100647,USER_10032,2024-10-04,-1645.79,IMPS,DR,IMPS/FLIPKART/REF8870
TXN100716,USER_10012,2024-09-24,40305.17,NEFT,CR,NEFT/REFUND/REF2577
TXN100988,USER_10004,2024-02-06,-1290.45,UPI,DR,UPI/JIO/REF9154
TXN100395,USER_10049,2024-06-16,-1402.97,RTGS,DR,RTGS/JIO/REF4737
TXN100585,USER_10046,2024-12-31,-2696.44,CARD,DR,CARD/DOMINOS/REF6873
TXN101497,USER_10028,2024-03-12,-3490.75,IMPS,DR,IMPS/MCD/REF9818
TXN100020,USER_10032,2024-04-01,-576.73,IMPS,DR,IMPS/APOLLO_PHARMACY/REF9317
TXN100075,USER_10029,2024-07-31,45296.96,CARD,CR,CARD/EMI_CR/REF7291
TXN100558,USER_10000,2024-12-24,-2636.68,UPI,DR,UPI/AIRTEL/REF7790
TXN100577,USER_10027,2024-07-11,37129.86,RTGS,CR,RTGS/SALARY_CR/REF5950
TXN101297,USER_10027,2024-04-17,-4789.22,CARD,DR,CARD/NETFLIX/REF6613
TXN100620,USER_10037,2024-09-04,52487.52,ATM,CR,ATM/SALARY_CR/REF7221
TXN101900,USER_10004,2024-09-15,INVALID,UPI,DR,UPI/AIRTEL/REF1241
TXN101885,USER_10028,2024-06-15,-2153.08,RTGS,DR,RTGS/UBER/REF6224
TXN100580,USER_10030,2024-02-02,-1418.59,IMPS,DR,IMPS/NETFLIX/REF5278
TXN101365,USER_10021,2024-02-13,-979.84,CARD,DR,CARD/AJIO/REF7843
TXN100059,USER_10017,2024-03-22,12566.69,RTGS,CR,RTGS/SALARY_CR/REF4644
TXN100910,USER_10026,2024-01-29,25954.06,CARD,CR,CARD/EMI_CR/REF6169
TXN101026,USER_10040,2024-07-02,19154.76,UPI,CR,UPI/SALARY_CR/REF1977
TXN101769,USER_10016,2024-11-09,-4303.6,UPI,DR,UPI/RELIANCE_TRENDS/REF8083
TXN100006,USER_10034,2024-03-04,31497.41,IMPS,CR,IMPS/EMI_CR/REF6925
TXN100239,USER_10009,2024-03-24,-3479.59,NEFT,DR,NEFT/RELIANCE_TRENDS/REF8170
TXN101254,USER_10033,2024-10-03,-509.46,IMPS,DR,IMPS/BBPS/REF9541
TXN101265,USER_10010,2024-03-14,-2449.58,NEFT,DR,NEFT/JIO/REF9408
TXN101160,USER_10035,2024-07-15,-4794.49,CARD,DR,CARD/SPOTIFY/REF2999
TXN100835,USER_10049,2024-04-26,-4254.92,CARD,DR,CARD/SWIGGY/REF7266
TXN101134,USER_10020,2024-10-20,-2467.38,CARD,DR,CARD/PORTRONICS/REF4373
TXN100173,USER_10041,2024-02-02,-2348.12,IMPS,DR,IMPS/PORTRONICS/REF7689
TXN101125,USER_10048,2024-02-26,-2478.24,CARD,DR,CARD/BBPS/REF9837
TXN101778,USER_10004,2024-03-30,-1791.74,ATM,DR,ATM/MYNTRA/REF6558
TXN101306,USER_10045,2024-04-23,-2494.35,UPI,DR,UPI/SPOTIFY/REF5599
TXN100825,USER_10036,2024-10-06,-3840.26,IMPS,DR,IMPS/MYNTRA/REF6898
TXN100784,USER_10000,2024-08-08,46790.26,ATM,CR,ATM/SALARY_CR/REF7121
TXN100066,USER_10000,2024-09-23,42691.64,CARD,CR,CARD/EMI_CR/REF4228
TXN101664,USER_10021,2024-03-28,74498.04,ATM,CR,ATM/SALARY_CR/REF7412
TXN101244,USER_10009,2024-09-28,-1179.5,RTGS,DR,RTGS/AIRTEL/REF7706
TXN101656,USER_10040,2024-05-25,-4692.61,UPI,DR,UPI/FLIPKART/REF2700
TXN101162,USER_10005,not_a_date,-4304.11,RTGS,DR,missing
TXN101114,USER_10027,2024-09-12,-3581.79,ATM,DR,ATM/DMART/REF5472
TXN100164,USER_10014,2024-11-21,-1290.6,CARD,DR,
TXN101810,USER_10000,2024-05-07,10362.82,RTGS,CR,
TXN101775,USER_10002,2024-11-26,-3303.1,UPI,DR,UPI/JIO/REF6811
TXN100541,USER_10035,2024-02-17,-4927.12,CARD,DR,CARD/DOMINOS/REF1507
TXN101525,USER_10034,2024-03-01,-2441.47,NEFT,DR,NEFT/INDIAN_OIL/REF1036
TXN100251,USER_10013,2024-03-17,-3649.81,RTGS,DR,RTGS/MCD/REF2821
TXN101616,USER_10034,2024-02-24,-3005.7,IMPS,DR,IMPS/AJIO/REF4075
TXN100991,USER_10030,2024-08-11,-3652.45,ATM,DR,ATM/AMAZON/REF4700
TXN101025,USER_10039,2024-08-20,-1898.75,CARD,DR,CARD/JIO/REF4181
TXN101545,USER_10001,2024-11-11,-4328.53,RTGS,DR,RTGS/TATA_POWER/REF9601
TXN101403,USER_10000,2024-07-18,-1139.48,IMPS,DR,IMPS/PHARMEASY/REF7045
TXN100343,USER_10043,2024-11-01,10730.92,ATM,CR,ATM/REFUND/REF6927
TXN100199,USER_10042,2024-09-03,-585.68,IMPS,DR,IMPS/BBPS/REF2882
TXN101585,USER_10026,2024-03-13,-1160.35,RTGS,DR,RTGS/BLR_METRO/REF7314
TXN100722,USER_10026,2024-05-11,-3560.29,ATM,DR,ATM/SWIGGY/REF9561
TXN101574,USER_10028,2024-04-28,-2197.82,RTGS,DR,RTGS/BIGBASKET/REF2535
TXN101845,USER_10036,2024-11-18,-2119.5,UPI,DR,UPI/MYNTRA/REF9646
TXN100517,USER_10001,2024-07-14,30137.85,RTGS,CR,RTGS/EMI_CR/REF6636
TXN100967,USER_10031,2024-04-02,65341.01,UPI,CR,UPI/REFUND/REF3376
TXN101462,USER_10034,2024-11-20,-497.69,IMPS,DR,IMPS/PORTRONICS/REF4666
TXN100389,USER_10033,2024-01-22,-4511.3,ATM,DR,ATM/PORTRONICS/REF8790
TXN100400,USER_10006,2024-03-08,-2183.35,ATM,DR,ATM/BBPS/REF9395
TXN100057,USER_10015,2024-03-24,61754.02,UPI,CR,UPI/REFUND/REF3938
TXN101227,USER_10017,2024-11-27,-2393.02,MISSING,DR,ATM/DOMINOS/REF6681
TXN101422,USER_10030,2024-08-13,-3066.5,NEFT,DR,NEFT/AIRTEL/REF8897
TXN100473,USER_10007,2024-05-03,-2989.95,UPI,DR,UPI/MCD/REF6916
TXN101699,USER_10002,2024-09-30,7738.42,UPI,CR,UPI/EMI_CR/REF2137
TXN101819,USER_10031,2024-01-18,-2961.79,UPI,DR,UPI/BPCL/REF1978
TXN100256,USER_10004,2024-09-26,-3942.74,ATM,DR,ATM/MCD/REF1333
TXN100349,USER_10002,2024-08-04,-365.61,UPI,DR,UPI/ZOMATO/REF8734
TXN100156,USER_10010,2024-03-30,-4360.66,CARD,DR,CARD/RELIANCE_TRENDS/REF4945
TXN101670,USER_10001,2024-11-12,-4606.94,ATM,DR,ATM/AMAZON/REF7265
TXN101931,USER_10013,2024-03-27,-1197.56,UPI,DR,UPI/OLA/REF3400
TXN101897,USER_10006,2024-09-13,-2450.25,IMPS,DR,IMPS/UBER/REF5939
TXN101413,USER_10008,2024-05-22,-3945.51,ATM,DR,ATM/ZOMATO/REF7797
TXN101305,USER_10048,2024-05-23,-3560.53,UPI,DR,UPI/OLA/REF5967
TXN101010,USER_10049,2024-03-21,-2460.49,UPI,DR,UPI/SWIGGY/REF3939
TXN101302,USER_10041,2024-11-29,-203.19,RTGS,DR,RTGS/PHARMEASY/REF3022
TXN101394,USER_10009,2024-08-13,-1122.53,CARD,DR,CARD/ZOMATO/REF9721
TXN101604,USER_10042,2024-10-24,-4195.31,UPI,DR,UPI/UBER/REF3406
TXN101337,USER_10047,2024-06-18,31313.83,NEFT,CR,NEFT/REFUND/REF1110
TXN100452,USER_10004,2024-11-20,58821.9,ATM,CR,ATM/REFUND/REF5558
TXN100146,USER_10014,2024-07-29,3736.29,RTGS,DR,RTGS/PORTRONICS/REF7325
TXN101281,USER_10025,2024-10-28,-4316.77,IMPS,DR,IMPS/SWIGGY/REF8160
TXN101536,USER_10026,2024-09-07,-4009.11,NEFT,DR,NEFT/PORTRONICS/REF6322
TXN101049,USER_10005,2024-02-11,-935.12,UPI,DR,UPI/AMAZON/REF3699
TXN100446,USER_10010,2024-11-11,-1072.77,UPI,DR,UPI/OLA/REF6747
TXN100247,USER_10026,2024-01-28,-1901.11,UPI,DR,UPI/TATA_POWER/REF7142
TXN101498,USER_10032,2024-04-17,-3329.95,NEFT,DR,NEFT/ZOMATO/REF1601
TXN100710,USER_10036,2024-10-30,-3166.23,ATM,DR,ATM/ZOMATO/REF3406
TXN100085,USER_10048,2024-10-21,-79.19,IMPS,DR,IMPS/SPOTIFY/REF7389
TXN101577,USER_10043,2024-11-07,-760.44,NEFT,DR,NEFT/AIRTEL/REF8455
TXN100397,USER_10005,2024-11-12,1269.93,UPI,DR,UPI/AMAZON/REF5390
TXN101779,USER_10029,2024-03-12,-3824.91,RTGS,DR,RTGS/BPCL/REF2117
TXN100234,USER_10008,2024-12-09,-4738.19,ATM,DR,ATM/PHARMEASY/REF2531
TXN101939,USER_10013,2024-11-11,-4989.61,RTGS,DR,RTGS/OLA/REF7130
TXN101202,USER_10007,2024-06-01,-2190.17,CARD,DR,CARD/BPCL/REF3151
TXN100490,USER_10014,2024-06-13,-4583.48,IMPS,DR,IMPS/NETFLIX/REF2276
TXN101131,USER_10044,2024-02-03,13012.99,UPI,CR,UPI/SALARY_CR/REF9821
TXN100036,USER_10000,2024-02-17,64408.7,RTGS,CR,RTGS/SALARY_CR/REF8956
TXN101905,USER_10030,2024-05-25,42324.27,RTGS,CR,RTGS/SALARY_CR/REF1282
TXN101072,USER_10013,2024-08-15,-2107.27,IMPS,DR,IMPS/JIO/REF3683
TXN101155,USER_10047,2024-04-30,20260.59,NEFT,CR,NEFT/SALARY_CR/REF4507
TXN100877,USER_10006,2024-08-19,-4394.95,ATM,DR,ATM/BLR_METRO/REF9812
TXN100568,USER_10025,2024-03-10,41700.04,UPI,CR,UPI/EMI_CR/REF3846
TXN100088,USER_10046,2024-03-25,69367.91,ATM,CR,ATM/EMI_CR/REF1441
TXN101748,USER_10031,2024-06-05,-1793.66,UPI,DR,UPI/SWIGGY/REF5119
TXN100770,USER_10017,2024-08-15,70713.89,ATM,CR,ATM/EMI_CR/REF9535
TXN100122,USER_10010,2024-01-02,-3462.39,IMPS,DR,IMPS/DOMINOS/REF1534
TXN100111,USER_10020,2024-03-02,-4756.84,NEFT,DR,NEFT/PORTRONICS/REF4138
TXN100267,USER_10020,2024-02-22,-3321.55,RTGS,DR,RTGS/BPCL/REF7981
TXN100583,USER_10043,2024-03-12,-3294.23,IMPS,DR,IMPS/BPCL/REF7857
TXN101132,USER_10020,2024-01-20,-4323.67,ATM,DR,ATM/DMART/REF7900
TXN100293,USER_10029,2024-04-14,-761.16,IMPS,DR,IMPS/PORTRONICS/REF6658
TXN101937,USER_10044,2024-05-08,-2811.63,CARD,DR,CARD/AIRTEL/REF6704
TXN101352,USER_10013,2024-04-22,36645.6,RTGS,CR,RTGS/SALARY_CR/REF4581
TXN101871,USER_10033,2024-03-05,25645.91,CARD,CR,CARD/SALARY_CR/REF2965
TXN101100,USER_10011,2024-12-09,-499.36,IMPS,DR,IMPS/MYNTRA/REF6698
TXN100732,USER_10046,2024-07-15,33045.14,ATM,CR,ATM/EMI_CR/REF5693
TXN100836,USER_10003,2024-06-05,-1630.62,NEFT,DR,NEFT/DMART/REF6354
TXN101560,USER_10018,2024-01-24,9255.54,NEFT,CR,NEFT/EMI_CR/REF7512
TXN100960,USER_10034,2024-01-06,-2587.68,ATM,DR,ATM/DOMINOS/REF6431
TXN100335,USER_10011,2024-11-08,67792.99,ATM,CR,ATM/REFUND/REF6372
TXN100549,USER_10028,2024-01-23,-2352.04,IMPS,DR,IMPS/BLR_METRO/REF2009
TXN100187,USER_10014,2024-11-10,-3926.97,ATM,DR,ATM/PHARMEASY/REF5941
TXN100068,USER_10042,2024-03-04,-1536.6,CARD,DR,CARD/BPCL/REF7691
TXN100500,USER_10008,2024-11-22,10238.13,UPI,CR,UPI/EMI_CR/REF8126
TXN100162,USER_10042,2024-07-21,-2851.35,CARD,DR,CARD/PHARMEASY/REF1803
TXN100118,USER_10036,2024-06-04,1278.55,RTGS,DR,RTGS/BBPS/REF4697
TXN101935,USER_10019,2024-09-24,-437.09,NEFT,DR,NEFT/RELIANCE_TRENDS/REF3721
TXN100652,USER_10022,2024-08-19,4346.78,ATM,DR,ATM/MYNTRA/REF4675
TXN100072,USER_10028,2024-08-14,-2580.31,NEFT,DR,NEFT/MYNTRA/REF2389
TXN101197,USER_10029,2024-11-17,46594.3,IMPS,CR,
TXN101601,USER_10029,2024-03-14,43605.03,NEFT,CR,NEFT/REFUND/REF4452
TXN100678,USER_10025,2024-12-04,-823.8,NEFT,DR,NEFT/BLR_METRO/REF7406
TXN100131,USER_10041,2024-08-14,17704.24,RTGS,CR,RTGS/EMI_CR/REF9056
TXN101159,USER_10047,2024-12-05,8827.06,NEFT,CR,NEFT/EMI_CR/REF5144
TXN100712,USER_10046,2024-12-04,71307.77,RTGS,CR,RTGS/SALARY_CR/REF8723
TXN100867,USER_10026,2024-06-04,-4672.15,CARD,DR,CARD/APOLLO_PHARMACY/REF5485
TXN100404,USER_10017,2024-09-09,-877.68,RTGS,DR,
TXN100709,USER_10037,2024-03-23,-2083.95,UPI,DR,UPI/BLR_METRO/REF3095
TXN100987,USER_10039,2024-11-25,-2235.83,UPI,DR,UPI/INDIAN_OIL/REF1571
TXN100782,USER_10000,2024-09-24,64356.25,IMPS,CR,IMPS/REFUND/REF8687
TXN101856,USER_10032,2024-09-28,68298.23,NEFT,CR,NEFT/REFUND/REF7591
TXN100259,USER_10008,2024-01-23,-1725.81,NEFT,DR,NEFT/APOLLO_PHARMACY/REF8612
TXN101912,USER_10020,2024-12-18,-2062.34,IMPS,DR,IMPS/SWIGGY/REF4427
TXN101270,USER_10003,2024-06-05,20090.7,RTGS,CR,RTGS/EMI_CR/REF1034
TXN100284,USER_10049,2024-03-07,-4558.03,UPI,DR,UPI/ZOMATO/REF9488
TXN101660,USER_10030,2024-03-04,-3979.07,RTGS,DR,RTGS/JIO/REF7484
TXN100423,USER_10022,2024-08-31,-3623.87,IMPS,DR,IMPS/JIO/REF2100
TXN100425,USER_10043,2024-03-25,56834.26,NEFT,CR,NEFT/EMI_CR/REF3623
TXN100010,USER_10038,2024-11-21,-3659.18,RTGS,DR,RTGS/UBER/REF7216
TXN100706,USER_10028,2024-03-25,-2596.98,NEFT,DR,NEFT/INDIAN_OIL/REF3461
TXN100419,USER_10006,2024-01-06,-1148.91,ATM,DR,ATM/MYNTRA/REF4621
TXN100279,USER_10023,2024-09-17,-4926.41,NEFT,DR,NEFT/BIGBASKET/REF9094
TXN100754,USER_10043,2024-03-30,-645.82,RTGS,DR,RTGS/MCD/REF6171
TXN101045,USER_10048,2024-04-25,-4494.77,CARD,DR,CARD/MCD/REF7929
TXN100209,USER_10014,2024-07-21,8834.74,IMPS,CR,
TXN101163,USER_10049,2024-11-25,-217.71,RTGS,DR,RTGS/AMAZON/REF8718
TXN101000,USER_10007,2024-04-18,51712.15,CARD,CR,CARD/REFUND/REF9791
TXN101850,USER_10038,2024-04-27,-2123.31,NEFT,DR,NEFT/DMART/REF9808
TXN101312,USER_10020,2024-08-09,33481.31,CARD,CR,CARD/SALARY_CR/REF9491
TXN101179,USER_10039,2024-08-18,30874.64,CARD,CR,CARD/EMI_CR/REF8506
TXN100432,USER_10022,2024-08-22,-4078.0,IMPS,DR,IMPS/PORTRONICS/REF2388
TXN100264,USER_10007,2024-07-07,-2030.11,RTGS,DR,RTGS/JIO/REF6554
TXN101454,USER_10002,2024-06-15,-1206.12,RTGS,DR,RTGS/DOMINOS/REF2333
TXN100636,USER_10002,2024-03-25,-4118.1,CARD,DR,CARD/MYNTRA/REF7704
TXN101233,USER_10019,2024-04-30,-282.89,IMPS,DR,IMPS/SWIGGY/REF5273
TXN100613,USER_10041,2024-04-28,-4887.59,RTGS,DR,RTGS/INDIAN_OIL/REF1820
TXN101558,USER_10028,2024-11-18,-4558.7,RTGS,DR,RTGS/AMAZON/REF7864
TXN100159,USER_10010,2024-02-07,-1760.55,IMPS,DR,IMPS/DMART/REF7951
TXN101695,USER_10043,2024-08-10,-1634.6,UPI,DR,UPI/OLA/REF9092
TXN100411,USER_10036,2024-04-12,-2750.86,ATM,DR,ATM/PHARMEASY/REF1440
TXN100380,USER_10048,2024-01-04,-4220.6,UPI,DR,UPI/BLR_METRO/REF3474
TXN100233,USER_10008,2024-10-31,-469.36,RTGS,DR,RTGS/BBPS/REF6381
TXN101434,USER_10049,2024-02-17,-4588.57,CARD,DR,CARD/TATA_POWER/REF2316
TXN100986,USER_10011,2024-11-26,-762.17,RTGS,DR,RTGS/AJIO/REF4578
TXN100338,USER_10019,2024-10-25,-106.61,IMPS,DR,IMPS/APOLLO_PHARMACY/REF4871
TXN100923,USER_10049,2024-08-13,-1399.64,IMPS,DR,IMPS/UBER/REF2875
TXN101448,USER_10048,2024-06-21,-1715.92,IMPS,DR,IMPS/PHARMEASY/REF6164
TXN100004,USER_10021,2024-05-22,-4788.2,UPI,DR,UPI/NETFLIX/REF2519
TXN100207,USER_10026,2024-05-19,-2586.11,RTGS,DR,RTGS/SPOTIFY/REF2816
TXN101692,USER_10000,2024-06-12,-3598.17,RTGS,DR,RTGS/OLA/REF6268
TXN100705,USER_10022,2024-09-06,INVALID,ATM,CR,ATM/SALARY_CR/REF3276
TXN101343,USER_10019,2024-08-21,-4056.96,NEFT,DR,NEFT/PHARMEASY/REF9633
TXN101814,USER_10045,2024-06-03,59614.59,CARD,CR,CARD/REFUND/REF5001
TXN100046,USER_10004,2024-10-02,-1362.74,UPI,DR,UPI/SPOTIFY/REF5002
TXN100015,USER_10037,2024-07-23,-4986.76,ATM,DR,ATM/BIGBASKET/REF9085
TXN101806,USER_10035,2024-09-03,-3840.12,NEFT,DR,NEFT/PORTRONICS/REF8040
TXN101130,USER_10022,2024-01-29,-1275.69,IMPS,DR,IMPS/APOLLO_PHARMACY/REF2391
TXN100760,USER_10024,2024-04-10,-4797.78,RTGS,DR,   
TXN101889,USER_10025,2024-08-14,1340.46,IMPS,DR,IMPS/ZOMATO/REF8954
TXN100507,USER_10043,2024-06-02,-4953.85,RTGS,DR,RTGS/SWIGGY/REF8408
TXN100208,USER_10018,2024-12-13,-2458.83,IMPS,DR,IMPS/PHARMEASY/REF1744
TXN101144,USER_10033,2024-04-12,-781.33,CARD,DR,CARD/BIGBASKET/REF5919
TXN100074,USER_10014,2024-04-11,-278.76,ATM,DR,ATM/DOMINOS/REF2193
TXN100327,USER_10041,2024-08-31,-1037.31,IMPS,DR,IMPS/BPCL/REF5676
TXN100729,USER_10013,2024-09-17,-1725.27,ATM,DR,ATM/BBPS/REF1852
TXN100226,USER_10036,2024-11-29,-3044.78,NEFT,DR,NEFT/MCD/REF2013
TXN101700,USER_10030,2024-02-18,34055.52,IMPS,CR,IMPS/REFUND/REF6196
TXN101521,USER_10044,2024-09-30,-1258.92,CARD,DR,CARD/MYNTRA/REF9652
TXN101123,USER_10020,2024-07-11,-228.11,ATM,DR,ATM/UBER/REF5965
TXN100219,USER_10015,2024-02-22,-1026.5,NEFT,DR,NEFT/RELIANCE_TRENDS/REF2234
TXN101839,USER_10004,2024-11-24,-1451.27,IMPS,DR,IMPS/SWIGGY/REF6902
TXN100782,USER_10000,2024-09-24,64356.25,IMPS,CR,IMPS/REFUND/REF8687
TXN100697,USER_10042,2024-05-02,61457.8,CARD,CR,
TXN100379,USER_10041,2024-01-31,-4203.39,CARD,DR,CARD/AMAZON/REF1794
TXN101860,USER_10046,2024-10-28,70563.5,NEFT,CR,NEFT/SALARY_CR/REF1127
TXN101061,USER_10022,2024-03-16,-2722.34,ATM,DR,ATM/UBER/REF5940
TXN100536,USER_10000,2024-05-15,-3481.22,IMPS,DR,IMPS/SPOTIFY/REF2770
TXN100520,USER_10010,2024-02-21,-1243.71,CARD,DR,CARD/BBPS/REF1916
TXN100856,USER_10011,2024-04-11,-2317.03,UPI,DR,UPI/PORTRONICS/REF1651
TXN101726,USER_10025,2024-02-21,-4129.14,IMPS,DR,IMPS/PORTRONICS/REF9112
TXN100083,USER_10014,2024-07-15,-3546.77,RTGS,DR,RTGS/AMAZON/REF7678
TXN100843,USER_10049,2024-08-08,-4624.48,UPI,DR,UPI/AMAZON/REF7776
TXN101251,USER_10028,2024-11-25,-2744.91,CARD,DR,CARD/RELIANCE_TRENDS/REF8244
TXN101997,USER_10038,2024-02-27,-231.23,null,DR,RTGS/MYNTRA/REF5073
TXN100360,USER_10015,2024-06-03,73998.69,NEFT,CR,NEFT/EMI_CR/REF7775
TXN101324,USER_10029,2024-07-15,-2169.12,ATM,DR,ATM/RELIANCE_TRENDS/REF2659
TXN100394,USER_10032,2024-06-26,-2213.59,IMPS,DR,IMPS/AMAZON/REF7499
TXN101990,USER_10032,2024-07-09,54841.64,IMPS,CR,IMPS/EMI_CR/REF2829
TXN101984,USER_10027,2024-02-17,-3287.52,NEFT,DR,NEFT/AIRTEL/REF5668
TXN101020,USER_10006,2024-01-27,17312.13,RTGS,CR,RTGS/SALARY_CR/REF9436
TXN100547,USER_10007,2024-06-06,37966.11,IMPS,CR,IMPS/EMI_CR/REF2493
TXN101334,USER_10037,2024-10-16,48127.22,IMPS,CR,IMPS/REFUND/REF3658
TXN101934,USER_10015,2024-10-13,3880.9,RTGS,DR,RTGS/PORTRONICS/REF6816
TXN100321,USER_10036,not_a_date,-4484.01,IMPS,DR,IMPS/TATA_POWER/REF3399
TXN100656,USER_10048,2024-10-28,-3036.77,CARD,DR,CARD/AJIO/REF4170
TXN100177,USER_10031,2024-11-11,-4760.03,CARD,DR,CARD/ZOMATO/REF7070
TXN101728,USER_10046,2024-01-02,-2541.04,ATM,DR,ATM/PORTRONICS/REF8811
TXN100584,USER_10025,2024-07-17,-2935.97,NEFT,DR,NEFT/DMART/REF6622
TXN100765,USER_10001,2024-07-29,-4343.47,NEFT,DR,NEFT/RELIANCE_TRENDS/REF9821
TXN101907,USER_10014,2024-10-22,32814.4,RTGS,CR,RTGS/SALARY_CR/REF7059
TXN101654,USER_10048,2024-06-20,INVALID,IMPS,DR,IMPS/AIRTEL/REF3898
TXN100091,USER_10021,2024-07-13,-4758.46,IMPS,DR,IMPS/AIRTEL/REF2341
TXN100932,USER_10014,2024-03-14,48185.95,RTGS,CR,
TXN101794,USER_10040,2024-07-11,44840.67,ATM,CR,ATM/SALARY_CR/REF5886
TXN100947,USER_10007,2024-05-24,21466.88,ATM,CR,ATM/EMI_CR/REF7459
TXN100540,USER_10016,2024-02-23,-892.02,NEFT,DR,NEFT/TATA_POWER/REF2228
TXN101746,USER_10018,2024-11-15,-854.9,IMPS,DR,IMPS/DOMINOS/REF2058
TXN100715,USER_10038,2024-10-29,-1922.15,UPI,DR,UPI/BIGBASKET/REF1271
TXN100700,USER_10016,2024-07-08,-3359.5,IMPS,DR,IMPS/MCD/REF7358
TXN101859,USER_10047,2024-08-11,-2411.67,CARD,DR,CARD/BIGBASKET/REF4005
TXN101375,USER_10014,2024-05-29,-396.4,IMPS,DR,IMPS/ZOMATO/REF9495
